number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1955,edition 1955,price 1956,edition 1956,price 1957,edition 1957,price 1958,edition 1958,price 1959,edition 1959,price 1960,edition 1960
5109,Труды,,,Ин—т клинич. и эксперим. кардиологии им. М. Д. Цинамзгваришви—ли,1952,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,2350.0,1000.0,,,3650.0,1000.0,1370.0,1265.0,,
5110,Труды Института,,,Сочинский науч.—исслед. ин—т ревматизма,1958,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,1500.0,,,,
5101,*Труды курорта «Нальчик»,См. 5101.,См. 5101.,См. 5101.,См. 5101.,См. 5101.,См. 5101.,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5111,Труды курорта «Сергиевские минеральные воды»,,,,1952,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,460.0,1000.0,,
5104,*Труды,См. 5104.,См. 5104.,См. 5104.,См. 5104.,См. 5104.,См. 5104.,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5112,Труды Оренбургского областного огделения Всероссийского научного общества терапевтов,,,Оренбургского областного огделения Всероссийского научного общества терапевтов,1959,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,775.0,600.0,,
5113,Труды Узбекского государственного научно—исследовательского института курортологии и физиотерапии им Н А Семашко,,,Узбекского государственного научно—исследовательского института курортологии и физиотерапии им Н А Семашко,1933,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,1580.0,1000.0,,,1580.0,500.0,,,1580.0,1000.0,,
5105,"*Юбилейный сборник трудов практических врачей лечебных учреждений Пятигорского территориального управления курортов и клиник Бальнеологического института, посвященный 150—летию курортов Кав—минвод",См. 5105.,См. 5105.,См. 5105.,См. 5105.,См. 5105.,См. 5105.,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,,,,,,,,
5114,Ученые записки,,,Пятигор. гос. науч.—исслед. бальнеол. ин—т,1923,,,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,ТРУДЫ И СБОРНИКИ,,,,,1100.0,650.0,,,1815.0,2000.0,1900.0,1000.0
5130,*Инструктивное письмо,См. 5130.,См. 5130.,См. 5130.,См. 5130.,См. 5130.,См. 5130.,г) Общая терапия. Физиотерапия. Курортология,,Летопись печатных и периодических изданий СССР. 1955 - 1960,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,,,
