number,title,local_title,title_data,organization,first_year,place,additional_data,heading,period,source,editiontype,price 1961,edition 1961,price 1962,edition 1962,price 1963,edition 1963,price 1964,edition 1964,price 1965,edition 1965
4546,Труды Харьковского государственного фармацевтического института,,,Харьковского государственного фармацевтического института,1957,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,120.0,700.0,,,,,,
4547,Ученые записки Института фармакологии и химиотерапии АМН СССР,,,Института фармакологии и химиотерапии АМН СССР,,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,136.0,1400.0,,,,
4548,Ученые записки,,,Пятигор. фармацевтич. ин-т,1952,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,150.0,750.0,,,,,,,,
4549,Фармакология алкалоидов,,,Ин-т химии растительных веществ,1962,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,153.0,650.0,,,,,200.0,1000.0
969,"Экспериментальные исследования по физиологии, биофизике и фармакологии",См. 969.,См. 969.,См. 969.,См. 969.,См. 969.,См. 969.,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,,,,
4550,Фармакология и токсикология,,,М-воздравоохранения УССР. Укр. науч.-исслед. сан.-хим. ип-т,1964,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,ТРУДЫ И СБОРНИКИ,,,,,,,126.0,800.0,,
4551,Инструктивно-методические материалы,,,"Глав, аптечное и мед.-сан. упр. М-ва здравоохранения ТССР",,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,1000.0,,
4552,Инструктивно-методические материалы ,Metoodilised juhend-materjalid,,Глав. аптечное упр. М-ва здравоохранения ЭСС.Р,1950,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,
4553,Информационное письмо ,Саинфор-мацио церили,,"ГАПУ [Глав, аптечное упр.] Минздрава Груз. ССР",1949,,,д)Фармация. Фармакология. Токсикология,Ежемес,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,1500.0,,1250.0,,1500.0,,,,1250.0
4554,Информационное письмо,,,"Глав, аптечное упр. М-ва здравоохранения БССР",1959,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,,,,,,,,,
4555,Информационное письмо для аптечных и лечебных учреждений,,,"Глав, аптечное упр. М-ва здравоохранения Кирг. ССР",1950,,,д)Фармация. Фармакология. Токсикология,,Летопись печатных и периодических изданий СССР. 1961 - 1965,БЮЛЛЕТЕНИ И ИНФОРМАЦИОННЫЕ ИЗДАНИЯ,,1050.0,,,,1000.0,,1150.0,,1150.0
